Country,Year,Food Category,Total Waste (Tons),Economic Loss (Million $),Avg Waste per Capita (Kg),Population (Million),Household Waste (%),Material_Footprint_Per_Capita,Continent,Hemisphere,Waste_Per_Capita_kg,Economic_Loss_Per_Capita_USD,Carbon_Footprint_kgCO2e,Carbon_Per_Capita_kgCO2e,Years_From_2018,Is_Pandemic_Year,Is_Post_Pandemic,Year_Trend,Country_Trend,Year_Cycle,Year_Cycle_Cos,Population_Material_Interaction,Year_Population_Interaction,GDP_Per_Capita_Proxy,Waste_Efficiency,Economic_Intensity,Waste_Trend,Economic_Trend,Category_Waste_Share,Category_Economic_Share,Sustainability_Score,Country_Encoded,Food Category_Encoded,Continent_Encoded,Hemisphere_Encoded,ISO_Code
Turkey,2023,Frozen Food,22853.53,19743.52,118.02,1219.84,48.11,17.549999999999997,Europe,Unknown,118.02,16.18533578174187,57133825.0,0.04683714667497377,5,0,1,5,197.0,1271.0883876424302,-0.30901699437484287,21408.191999999995,6099.2,16185.33578174187,18.734858669989507,0.8639155526520411,31343.06666666668,30839.98333333334,0.023415350665099692,0.020581983277628547,53.578769363195164,17,3,3,2,TUR
Russia,2024,Meat & Seafood,42576.12,36608.89,122.1,232.32,49.14,17.549999999999997,Europe,Unknown,122.1,157.5795884986226,106440300.0,0.45816244834710745,6,0,1,6,219.0,1271.7167061731484,-0.8090169943750019,4077.2159999999994,1393.92,157579.5884986226,183.264979338843,0.8598456129868104,31057.736666666675,31106.626666666667,0.04999236073416422,0.04339374401362128,9.950253099173555,12,6,3,2,RUS
Germany,2020,Prepared Food,8655.97,8339.86,63.27,844.44,51.12,19.4,Europe,Northern Hemisphere,63.27,9.876201980010421,21639925.0,0.025626361849272892,2,1,0,2,106.0,1269.2034320502764,1.0,16382.136,1688.88,9876.20198001042,10.250544739709156,0.9634806959820795,25007.096666666668,22862.376666666667,0.008612859451686312,0.008343369721907218,74.18326680403581,6,7,3,0,DEU
China,2020,Bakery Items,37735.89,40260.27,196.73,810.25,44.65,21.96,Asia,Northern Hemisphere,196.73,49.688701018204256,94339725.0,0.1164328602283246,2,1,0,2,97.0,1269.2034320502764,1.0,17793.09,1620.5,49688.70101820426,46.57314409132984,1.0668959974178427,25834.123333333337,28384.843333333334,0.03394979952952005,0.03586969392023456,23.014028386300524,4,0,2,0,CHN
Germany,2024,Grains & Cereals,9932.43,8383.34,120.27,908.01,43.93,17.549999999999997,Europe,Unknown,120.27,9.232651622779485,24831075.0,0.02734669772359335,6,0,1,6,268.5,1271.7167061731484,-0.8090169943750019,15935.575499999997,5448.0599999999995,9232.651622779485,10.938679089437342,0.8440371590839301,22519.730000000007,19404.393333333337,0.011224494973554927,0.009426610828940826,59.362709419499794,6,5,3,2,DEU
Saudi Arabia,2024,Fruits & Vegetables,6032.18,6151.26,112.3,1332.45,52.37,17.549999999999997,Asia,Unknown,112.3,4.61650343352471,15080450.0,0.011317835566062516,6,0,1,6,219.5,1271.7167061731484,-0.8090169943750019,23384.497499999998,7994.700000000001,4616.50343352471,4.527134226425007,1.0197407902284084,26878.576666666664,25117.14333333333,0.005945694815074154,0.005964317879683568,65.91188562422604,13,4,2,2,SAU
Italy,2018,Beverages,26056.17,24413.84,117.2,57.76,30.03,12.33,Europe,Northern Hemisphere,117.2,422.6772853185596,65140424.99999999,1.127777441135734,0,0,0,0,16.5,1267.9467949888406,0.3090169943749612,712.1808,0.0,422677.2853185596,451.1109764542936,0.9369696313771365,24270.34,23469.916666666668,0.030363495020103503,0.028295425088640226,8.746666666666668,9,1,3,0,ITA
USA,2018,Bakery Items,14604.16,15194.73,36.29,339.27,55.25,17.549999999999997,America,Unknown,36.29,44.786541692457334,36510400.0,0.10761458425442863,0,0,0,0,19.5,1267.9467949888406,0.3090169943749612,5954.188499999998,0.0,44786.54169245734,43.04583370177145,1.0404384778035847,11688.949999999992,12740.409999999998,0.013763511423466808,0.01456525674489053,53.86579161140095,19,0,1,2,USA
USA,2019,Meat & Seafood,16844.8,17224.3,75.56,775.03,43.95,17.549999999999997,America,Unknown,75.56,22.22404294027328,42112000.0,0.05433596118859915,1,0,0,1,57.0,1268.5751135195585,0.8090169943749413,13601.776499999998,775.03,22224.042940273277,21.73438447543966,1.0225292078267476,15506.73999999999,16458.913333333334,0.01794941087352098,0.01868202983053002,59.92247679014575,19,6,1,2,USA
South Korea,2023,Frozen Food,39730.81,44325.47,163.16,61.71,46.91,17.549999999999997,Asia,Unknown,163.16,718.2866634257009,99327025.0,1.6095774590828067,5,0,1,5,190.0,1271.0883876424302,-0.30901699437484287,1083.0104999999999,308.55,718286.6634257009,643.8309836331226,1.1156447603258026,32807.40666666667,34625.35999999999,0.05601441812462731,0.06231135989344048,0.0,15,3,2,2,KOR
Germany,2018,Prepared Food,20966.82,19596.06,193.47,415.21,52.26,20.23,Europe,Northern Hemisphere,193.47,47.1955396064642,52417050.0,0.12624226295127766,0,0,0,0,21.0,1267.9467949888406,0.3090169943749612,8399.6983,0.0,47195.539606464205,50.49690518051107,0.9346224177056893,13185.07333333334,12106.42,0.02057401070069694,0.01957143365645875,22.42546422292334,6,7,3,0,DEU
Spain,2019,Beverages,29516.12,35036.84,56.48,155.84,35.26,13.48,Europe,Northern Hemisphere,56.48,224.8257186858316,73790300.0,0.4735003850102669,1,0,0,1,55.5,1268.5751135195585,0.8090169943749413,2100.7232,155.84,224825.71868583158,189.40015400410675,1.1870408441217883,19434.40666666666,20052.796666666654,0.029927798718668346,0.035914485146688435,26.528643566050647,16,1,3,0,ESP
India,2023,Fruits & Vegetables,20208.42,19286.57,182.45,1016.39,48.33,17.549999999999997,Asia,Unknown,182.45,18.97556056238255,50521049.99999999,0.04970636271509951,5,0,1,5,210.0,1271.0883876424302,-0.30901699437484287,17837.6445,5081.95,18975.56056238255,19.882545086039805,0.9543828760486966,26444.75000000001,27373.58666666667,0.024669020477864446,0.0241666783407428,42.78594781530711,7,4,2,2,IND
Japan,2020,Bakery Items,26406.09,23352.92,101.98,386.6,38.29,18.18,Asia,Northern Hemisphere,101.98,60.405897568546294,66015225.00000001,0.17075847128815314,2,1,0,2,97.0,1269.2034320502764,1.0,7028.388,773.2,60405.897568546294,68.30338851526125,0.8843762934989617,25642.680000000004,25300.61333333333,0.02777423959942628,0.02530400614293613,32.55982505604415,10,0,2,0,JPN
Australia,2020,Frozen Food,21547.95,21574.32,167.36,362.97,58.31,46.82,Oceania,Southern Hemisphere,167.36,59.4383006860071,53869875.0,0.14841412513430863,2,1,0,2,75.0,1269.2034320502764,1.0,16994.255400000002,725.94,59438.300686007104,59.36565005372345,1.001223782308758,29586.340000000007,32681.243333333336,0.02887827541455291,0.029598383036358332,21.095152491941484,1,3,4,1,AUS
Spain,2022,Dairy Products,25959.21,25386.49,92.56,304.05,47.21,17.549999999999997,Europe,Unknown,92.56,83.49445814833086,64898024.99999999,0.2134452392698569,4,1,0,4,180.5,1270.4600691117123,0.30901699437502833,5336.077499999999,1216.2,83494.45814833086,85.37809570794276,0.977937695330482,22497.296666666658,23684.083333333325,0.03274331927665435,0.03191833860873884,32.51061897714192,16,2,3,2,ESP
Argentina,2019,Beverages,31050.98,24975.82,132.83,906.59,34.5,15.81,America,Southern Hemisphere,132.83,27.549189821198116,77627450.0,0.08562575144221754,1,0,0,1,54.5,1268.5751135195585,0.8090169943749413,14333.1879,906.59,27549.189821198117,34.250300576887014,0.804348848248912,20548.043333333335,18650.766666666666,0.027772297282424717,0.02223886132077902,38.77922921423502,0,1,1,1,ARG
South Africa,2023,Frozen Food,22382.54,23012.5,57.26,1333.93,42.26,17.549999999999997,Africa,Unknown,57.26,17.251654884439212,55956350.00000001,0.04194849055047867,5,0,1,5,188.5,1271.0883876424302,-0.30901699437484287,23410.471499999996,6669.650000000001,17251.654884439213,16.779396220191465,1.028145152426847,14394.773333333333,14785.05333333333,0.02779470631283492,0.028489709640678804,69.27501607030854,14,3,0,2,ZAF
Turkey,2023,Meat & Seafood,23202.62,25711.18,108.2,58.44,30.02,17.549999999999997,Europe,Unknown,108.2,439.95859000684464,58006549.99999999,0.9925829911019848,5,0,1,5,197.0,1271.0883876424302,-0.30901699437484287,1025.6219999999998,292.2,439958.59000684466,397.033196440794,1.1081153766255707,27446.660000000014,28890.660000000007,0.023773022533020303,0.02680307649335567,11.146666666666667,17,6,3,2,TUR
Australia,2022,Grains & Cereals,46452.95,49081.57,176.89,476.77,60.28,17.549999999999997,Oceania,Unknown,176.89,102.94601170375653,116132375.0,0.24358154875516497,4,1,0,4,144.0,1270.4600691117123,0.30901699437502833,8367.313499999998,1907.08,102946.01170375652,97.43261950206599,1.0565867183892519,32910.82,35545.64333333333,0.05804502573474276,0.06269440167375925,15.385107074690103,1,5,4,2,AUS
India,2022,Frozen Food,16327.38,18419.43,133.81,823.27,61.29,17.549999999999997,Asia,Unknown,133.81,22.37349836627109,40818450.0,0.0495808786910734,4,1,0,4,176.5,1270.4600691117123,0.30901699437502833,14448.388499999997,3293.08,22373.49836627109,19.83235147642936,1.128131396464099,16208.650000000009,15995.926666666672,0.017541051115208112,0.020197166188489626,44.56235683716561,7,3,2,2,IND
India,2018,Bakery Items,37938.86,34421.72,141.39,1149.53,45.24,5.11,Asia,Northern Hemisphere,141.39,29.944168486250906,94847150.0,0.08250950388419614,0,0,0,0,24.5,1267.9467949888406,0.3090169943749612,5874.098300000001,0.0,29944.168486250906,33.003801553678464,0.907294525982067,24824.886666666676,24042.573333333337,0.03166479208079983,0.02837703170981432,34.88730340226006,7,0,2,0,IND
Saudi Arabia,2024,Frozen Food,41603.87,33990.35,192.64,744.29,32.44,17.549999999999997,Asia,Unknown,192.64,45.66815354230206,104009675.0,0.1397434803638367,6,0,1,6,219.5,1271.7167061731484,-0.8090169943750019,13062.289499999997,4465.74,45668.153542302054,55.897392145534674,0.8169997166129016,25186.373333333333,23050.5,0.04100738276145923,0.03295735381721832,21.615391178169798,13,3,2,2,SAU
South Korea,2021,Fruits & Vegetables,24857.97,22075.92,130.26,261.89,69.46,22.01,Asia,Northern Hemisphere,130.26,84.29462751536904,62144925.0,0.23729399747985797,3,1,0,3,126.0,1269.8317505809944,0.8090169943749828,5764.1989,785.67,84294.62751536904,94.9175989919432,0.888082172438055,36593.40333333333,37452.72666666666,0.02712254728620191,0.023535535797380096,21.02636015120852,15,4,2,0,KOR
Japan,2018,Grains & Cereals,4550.45,4515.6,93.54,116.32,48.25,18.89,Asia,Northern Hemisphere,93.54,38.82049518569464,11376125.0,0.09780024931224209,0,0,0,0,17.5,1267.9467949888406,0.3090169943749612,2197.2848,0.0,38820.49518569464,39.12009972489684,0.9923414167829556,24142.313333333335,24295.719999999998,0.00592925426126915,0.005865269476244528,40.072613651994494,10,5,2,0,JPN
USA,2020,Prepared Food,48750.62,50109.79,179.28,1174.82,32.5,17.549999999999997,America,Unknown,179.28,42.65316388893618,121876550.0,0.10374061558366388,2,1,0,2,90.5,1269.2034320502764,1.0,20618.090999999997,2349.64,42653.16388893618,41.496246233465556,1.0278800556792917,26733.193333333325,27509.60666666667,0.07035290618170353,0.06993401347179537,23.775563064980165,19,7,1,2,USA
Canada,2022,Fruits & Vegetables,26416.84,28843.62,54.22,1122.68,30.98,17.549999999999997,America,Unknown,54.22,25.69175544233441,66042100.00000001,0.05882539993586775,4,1,0,4,167.0,1270.4600691117123,0.30901699437502833,19703.034,4490.72,25691.75544233441,23.530159974347097,1.0918648861862357,26191.783333333326,27581.543333333335,0.03002964025405295,0.03366243413905959,62.74299275543046,3,4,1,2,CAN
Italy,2021,Beverages,43059.88,46226.9,172.24,512.01,44.18,11.85,Europe,Northern Hemisphere,172.24,90.28515068065077,107649700.0,0.21024921388254136,3,1,0,3,111.5,1269.8317505809944,0.8090169943749828,6067.318499999999,1536.03,90285.15068065077,84.09968555301654,1.0735492063610026,23211.22,23739.17333333334,0.049357484914374555,0.053215444910608055,17.385047167047517,9,1,3,0,ITA
Canada,2020,Meat & Seafood,18079.56,18341.08,170.68,137.21,38.47,35.05,America,Northern Hemisphere,170.68,133.67159828000874,45198900.0,0.3294140368777786,2,1,0,2,90.5,1269.2034320502764,1.0,4809.2105,274.42,133671.59828000874,131.76561475111143,1.0144649537931234,23539.779999999995,25656.76,0.020007658870321497,0.020207976978453793,10.235157787333284,3,6,1,0,CAN
USA,2024,Dairy Products,32272.29,26747.69,159.76,1197.26,44.98,17.549999999999997,America,Unknown,159.76,22.3407530528039,80680725.0,0.0673878063244408,6,0,1,6,236.5,1271.7167061731484,-0.8090169943750019,21011.912999999997,7183.5599999999995,22340.753052803902,26.955122529776325,0.8288128918028438,32622.56999999999,31360.593333333334,0.03413229096814307,0.028351448965247564,39.201166830930624,19,2,1,2,USA
Germany,2024,Bakery Items,34146.15,38664.02,72.19,504.22,55.84,17.549999999999997,Europe,Unknown,72.19,76.68085359565268,85365375.0,0.16930184244972432,6,0,1,6,268.5,1271.7167061731484,-0.8090169943750019,8849.061,3025.32,76680.85359565268,67.72073697988974,1.1323097918799043,21681.800000000007,22214.47333333333,0.03858806848286397,0.04347559202208006,40.59122278634987,6,0,3,2,DEU
Italy,2021,Meat & Seafood,13201.57,15333.62,52.68,115.08,46.14,11.85,Europe,Northern Hemisphere,52.68,133.2431352102885,33003925.000000004,0.2867911452902329,3,1,0,3,111.5,1269.8317505809944,0.8090169943749828,1363.6979999999999,345.24,133243.1352102885,114.71645811609315,1.161499730713847,27439.206666666665,28658.120000000006,0.01513232949374359,0.017651744122798584,38.744531282586024,9,6,3,0,ITA
Brazil,2021,Frozen Food,14150.18,14226.65,178.93,61.29,37.33,18.87,America,Southern Hemisphere,178.93,232.12024800130527,35375450.0,0.5771814325338555,3,1,0,3,132.0,1269.8317505809944,0.8090169943749828,1156.5423,183.87,232120.24800130527,230.8725730135422,1.0054041715370405,30740.303333333326,31174.67,0.019808203594049934,0.0193232388941071,0.0,2,3,1,1,BRA
UK,2023,Prepared Food,6901.13,7359.68,135.48,229.89,36.8,17.549999999999997,Europe,Unknown,135.48,32.01391970072644,17252825.0,0.07504817521423289,5,0,1,5,190.0,1271.0883876424302,-0.30901699437484287,4034.569499999999,1149.4499999999998,32013.91970072644,30.01927008569316,1.066445640061845,23126.526666666672,24035.76000000001,0.00796858756738315,0.008532045309449059,35.358669711601195,18,7,3,2,GBR
USA,2019,Bakery Items,5611.35,5955.37,83.59,599.73,60.87,17.549999999999997,America,Unknown,83.59,9.93008520500892,14028375.0,0.023391151017958082,1,0,0,1,57.0,1268.5751135195585,0.8090169943749413,10525.261499999999,599.73,9930.08520500892,9.356460407183233,1.0613078849118305,28878.08666666666,27604.283333333336,0.005979318644634069,0.006459385867166942,68.85830036849916,19,0,1,2,USA
Canada,2023,Bakery Items,37560.08,30645.7,120.84,516.13,44.2,17.549999999999997,America,Unknown,120.84,59.375932420126716,93900200.00000001,0.18193129637881933,5,0,1,5,200.0,1271.0883876424302,-0.30901699437484287,9058.081499999998,2580.65,59375.932420126715,72.77251855152772,0.815911467707204,27352.159999999993,25943.46666666667,0.04374543416738478,0.03555029680194653,26.860122217270842,3,0,1,2,CAN
France,2022,Frozen Food,10751.44,8987.4,131.56,1296.98,63.74,17.549999999999997,Europe,Unknown,131.56,6.929482335887985,26878600.000000004,0.020723989575783745,4,1,0,4,150.5,1270.4600691117123,0.30901699437502833,22761.998999999996,5187.92,6929.482335887985,8.289595830313498,0.835925234201186,31608.020000000004,32809.806666666664,0.01102247155301714,0.009121677755384014,58.47678220687031,5,3,3,2,FRA
Japan,2018,Beverages,29385.94,27250.31,61.36,535.2,35.95,18.89,Asia,Northern Hemisphere,61.36,50.91612481315396,73464849.99999999,0.13726616218236168,0,0,0,0,17.5,1267.9467949888406,0.3090169943749612,10109.928000000002,0.0,50916.124813153954,54.90646487294469,0.927324768239505,20114.160000000003,18372.943333333333,0.03828999548756706,0.035395165971565466,45.40136360239163,10,1,2,0,JPN
Saudi Arabia,2023,Dairy Products,2544.13,2929.07,117.33,302.85,51.96,17.549999999999997,Asia,Unknown,117.33,9.671685652963513,6360325.000000001,0.02100156843321777,5,0,1,5,181.5,1271.0883876424302,-0.30901699437484287,5315.0175,1514.25,9671.685652963513,8.400627373287106,1.1513051612928584,16726.726666666666,14356.893333333333,0.0028220250506926386,0.0031986352757401785,60.1981416542843,13,2,2,2,SAU
Germany,2023,Meat & Seafood,5914.08,5072.79,113.07,899.36,33.87,17.549999999999997,Europe,Unknown,113.07,5.640444315958015,14785200.0,0.01643969044653976,5,0,1,5,229.0,1271.0883876424302,-0.30901699437484287,15783.767999999998,4496.8,5640.444315958015,6.575876178615904,0.8577479506533561,20342.350000000006,21110.95666666667,0.005861031975421419,0.005035686207953145,64.6312853362391,6,6,3,2,DEU
Argentina,2019,Beverages,11573.09,11212.17,52.81,190.27,35.89,15.81,America,Southern Hemisphere,52.81,58.92768171545698,28932725.0,0.15206141272927945,1,0,0,1,54.5,1268.5751135195585,0.8090169943749413,3008.1687,190.27,58927.68171545698,60.824565091711776,0.9688138604296692,15549.15,13318.766666666668,0.010351083796912583,0.009983491782652136,46.79364856957656,0,1,1,1,ARG
Saudi Arabia,2023,Beverages,4282.13,4826.13,35.54,749.21,59.35,17.549999999999997,Asia,Unknown,35.54,6.441625178521376,10705325.0,0.01428881755449073,5,0,1,5,181.5,1271.0883876424302,-0.30901699437484287,13148.635499999999,3746.05,6441.625178521375,5.715527021796292,1.1270395807693834,16143.376666666669,13915.183333333334,0.004749866606786001,0.005270283626990118,84.83411872950619,13,1,2,2,SAU
Turkey,2023,Dairy Products,45027.58,46548.39,174.97,383.44,45.99,17.549999999999997,Europe,Unknown,174.97,121.39680262883371,112568950.00000001,0.2935764395994159,5,0,1,5,197.0,1271.0883876424302,-0.30901699437484287,6729.3719999999985,1917.2,121396.80262883371,117.43057583976633,1.033775077408113,30361.243333333347,30667.696666666674,0.04613451730655307,0.048525196346980264,12.385413624035046,17,2,3,2,TUR
Brazil,2023,Dairy Products,9633.28,8830.22,68.34,834.84,61.75,17.549999999999997,America,Unknown,68.34,10.5771405299219,24083200.0,0.02884768338843371,5,0,1,5,201.0,1271.0883876424302,-0.30901699437484287,14651.441999999997,4174.2,10577.1405299219,11.539073355373485,0.9166369087164495,20709.813333333328,22470.053333333333,0.008440505492814944,0.007892552343233706,72.11228359925255,2,2,1,2,BRA
Mexico,2021,Grains & Cereals,45162.51,44880.05,41.79,954.89,55.87,10.85,America,Northern Hemisphere,41.79,47.00023039302957,112906275.00000001,0.11824008524542096,3,1,0,3,110.0,1269.8317505809944,0.8090169943749828,10360.556499999999,2864.67,47000.23039302957,47.29603409816838,0.9937456974822702,38055.16999999999,37296.11666666667,0.050166781392548675,0.049278146233746205,51.76159488527474,11,5,1,0,MEX
Brazil,2024,Beverages,46556.75,42942.59,135.63,263.77,51.01,17.549999999999997,America,Unknown,135.63,162.80316184554727,116391875.0,0.44126274784850444,6,0,1,6,241.0,1271.7167061731484,-0.8090169943750019,4629.163499999999,1582.62,162803.16184554726,176.50509913940175,0.9223708699597802,23446.736666666664,21999.819999999996,0.0493184474303703,0.04626665931587589,7.356235129089733,2,1,1,2,BRA
Turkey,2023,Meat & Seafood,46136.0,45904.35,160.68,974.32,41.4,17.549999999999997,Europe,Unknown,160.68,47.114243780277526,115340000.0,0.11837999835782904,5,0,1,5,197.0,1271.0883876424302,-0.30901699437484287,17099.316,4871.6,47114.243780277524,47.35199934313162,0.9949789752037455,38122.06666666668,39387.973333333335,0.04727018619377573,0.04785380540402157,22.897200098530256,17,6,3,2,TUR
Spain,2020,Grains & Cereals,4893.99,4034.88,105.19,510.24,31.81,13.48,Europe,Northern Hemisphere,105.19,7.907808090310442,12234974.999999998,0.023978862888052677,2,1,0,2,99.0,1269.2034320502764,1.0,6878.0352,1020.48,7907.808090310442,9.591545155221072,0.8244561186271325,20123.10666666666,21486.06999999999,0.004640224431825211,0.0038994053389462477,64.57974549231734,16,5,3,0,ESP
Japan,2019,Beverages,30598.5,34392.32,159.09,738.91,50.83,18.18,Asia,Northern Hemisphere,159.09,46.544667144848496,76496250.0,0.10352580151845285,1,0,0,1,55.0,1268.5751135195585,0.8090169943749413,13433.3838,738.91,46544.6671448485,41.410320607381145,1.1239871235518082,21511.630000000005,22052.743333333332,0.0295178480410745,0.031867204464287695,23.788451908892828,10,1,2,0,JPN
